Video Title,Link,Start Time,End Time,Text,Speaker
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:01:34.046,00:01:41.380,"You have a prison on your own, but God's servants,
the believers, have all this and can still",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:01:41.380,00:01:46.845,"enjoy this, and they have anything that they
want. And I think that's the biggest, you know,",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:01:46.845,00:01:53.829,"even the richest person in the world cannot do
that because they will go everywhere and everybody",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:01:53.829,00:01:59.274,"or some people or some news reporter will
follow them. You know, Sam Donaldson will follow them",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:01:59.274,00:02:00.704,and ask questions and all that.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:02:00.885,00:02:03.409,"So, the believers don't have that kind of headache.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:02:06.105,00:02:10.900,"The same goes with the, you know, financial problems.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:02:11.689,00:02:16.310,"They don't need 10 million dollars, but they
have everything that they need.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:02:16.542,00:02:24.930,"They get good transportation. They get anything
that they need, good clothings, without being, you know,",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:02:24.930,00:02:28.762,"without worrying that the IRS will get into their pocket or
something.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:02:28.762,00:02:30.340,"Gatut: So,...
Dr. Khalifa: All the food they can eat.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:02:30.340,00:02:34.430,"Gatut: All the food that they can eat. That's right.
Which is what we have today. Alhamdu Lillah.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:02:36.379,00:02:42.458,"So, God grants kingship to whomever He wills,
and according to the Quran, that is the believers.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:02:43.897,00:02:45.989,"Verse 2, The Purpose of Our Life.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:02:46.732,00:02:55.748,"[67:2]  The One who created death and life for the purpose of distinguishing those among you who would do better.* He is the Almighty, the Forgiving.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:02:58.494,00:03:06.855,"God created death and life to distinguish
the human beings who are the real believers",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:03:06.855,00:03:09.151,and who are the wishy-washy ones.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:03:09.615,00:03:18.975,"We all know that the purpose behind creating
us here in this life and the whole universe is",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:03:18.975,00:03:25.264,"because billions of years ago, we doubted
God's Supreme Authority.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:03:25.264,00:03:29.027,"In other words, there is one guy who said
""well, I can be a god besides God.""",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:03:29.676,00:03:35.058,"And we, all the human beings, this is before
the creation of the heavens and the earth and,",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:03:35.058,00:03:41.115,"you know, our stay here, we don't show our firm
stand for God.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:03:41.115,00:03:47.478,"In other words, we said ""well, this guy who
was Satan, he may have a point.""",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:03:47.478,00:03:49.506,"In other words, ""let's give him a try. Let's
test him.""",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:03:50.000,00:03:55.134,"So, we didn't have a firm stand as opposed
to the angels, for instance, who said that",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:03:55.134,00:03:58.223,"""there is no way that anybody except God can
rule the universe.""",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:03:59.801,00:04:06.538,"So, God gave us the second chance to redeem
ourselves and this is because of His Mercifulness.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:04:07.977,00:04:10.967,God doesn't need to prove anything.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:04:10.967,00:04:11.871,He already knew.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:04:12.567,00:04:14.159,He knows what's gonna happen.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:04:14.437,00:04:19.769,"There's no future for Him because as far
as He is concerned, everything is past. Everything has taken place.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:04:20.238,00:04:21.207,Only He knew it.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:04:21.207,00:04:27.448,"But we need to affirm to ourselves, in other
words, on the Day of Judgment,",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:04:27.448,00:04:35.732,"everybody will see with their own eyes that this is what
they do, that they do not really believe or they are a real believer.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:04:36.164,00:04:38.736,"So, it is the human beings who need the affirmations.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:04:39.665,00:04:42.906,"So, there'll be no excuses on the Day of
Judgment.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:04:46.386,00:04:48.800,"And verse says that ""He is Almighty, the Forgiving.""",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:04:48.800,00:04:55.235,"He is Forgiving because even though we committed
the blasphemy, we committed the crime",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:04:55.235,00:05:03.242,"that makes us, you know, here in this life right now, He didn't
send us outright to Hell, but He gave us a second chance.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:05:05.681,00:05:12.831,"The angels said, of course, at the time when
we were created ""why don't You just send them all to Hell?""",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:05:12.831,00:05:15.092,"God says ""I know what you do not know.""",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:05:16.066,00:05:20.219,"Because God knows that some of the human beings
will be redeemed.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:05:20.869,00:05:22.039,And these are the believers.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:05:24.266,00:05:25.337,"Number 3,",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:05:26.312,00:05:35.505,[67:3]  He created seven universes in layers. You do not see any imperfection in the creation by the Most Gracious. Keep looking; do you see any flaw?,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:05:36.589,00:05:40.606,[67:4]  Look again and again; your eyes will come back stumped and conquered.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:05:43.028,00:05:53.022,"[67:5]  We adorned the lowest universe with lamps, and guarded its borders with projectiles against the devils; we prepared for them a retribution in Hell.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:05:55.630,00:06:01.284,"[67:6]  For those who disbelieved in their Lord, the retribution of Gehenna. What a miserable destiny.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:06:03.168,00:06:07.456,"[67:7]  When they get thrown therein, they hear its furor as it fumes.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:06:08.013,00:06:09.041,"Number 8,",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:06:09.319,00:06:17.677,"[67:8]  It almost explodes from rage. Whenever a group is thrown therein, its guards would ask them, ""Did you not receive a warner?""",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:06:18.450,00:06:26.346,"[67:9]  They would answer, ""Yes indeed; a warner did come to us, but we disbelieved and said, 'GOD did not reveal anything. You are totally astray.'""",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:06:28.109,00:06:33.211,"[67:10]  They also say, ""If we heard or understood, we would not be among the dwellers of Hell!""",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:06:33.675,00:06:38.129,"[67:11]  Thus, they confessed their sins. Woe to the dwellers of Hell.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:06:43.095,00:06:49.259,"Verse number 3, we learn from here that our
universe is not the only universe that God created.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:06:50.259,00:06:58.837,"The scientists, the astronomers, are still trying to determine, you know, the limit or the borders of the universe where we live in.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:06:59.061,00:07:07.995,"And according to God, and this will be proven, IN SHAA ALLAH, in the near future, that",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:07:07.995,00:07:11.801,"this universe is only one of the seven universes that God
created.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:07:12.404,00:07:26.191,Dr. Khalifa: (unintelligible),Dr. Khalifa
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:07:26.546,00:07:27.910,Gatut: Our universe...,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:07:27.910,00:07:29.910,Dr. Khalifa: (unintelligible),Dr. Khalifa
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:07:30.977,00:07:31.910,Dr. Khalifa: Go ahead.,Dr. Khalifa
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:07:32.366,00:07:45.896,"Gatut: Our universe we live in, we live in the, a little
dot called the planet Earth, which is located in the solar system.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:07:45.896,00:07:48.182,"We have our own star, which is the sun.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:07:48.507,00:07:56.282,"And our star is one of the hundreds of thousands
of stars in our galaxy, which is the Milky Way galaxy.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:07:56.282,00:08:04.966,"And our Milky Way galaxy is one of the billions
of galaxies in the universe that, you know, they stopped counting",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:08:04.966,00:08:07.434,because they couldn't get the total number.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:08:08.177,00:08:17.300,"But the universe that we live in, which according
to rough calculation is probably about 26",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:08:17.300,00:08:20.000,"billion light years across, is only the smallest
universe.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:08:20.338,00:08:26.338,"That means that it takes 26 billion years
for light to travel.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:08:27.220,00:08:32.387,"Billions with a B. So, that's how awesome is
the innermost universe.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:08:32.387,00:08:37.124,"And there are six other universes around the
innermost universe.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:08:37.356,00:08:42.327,"And everything is, all the seven universes, according
to the Quran, is in God's hand.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:08:50.448,00:09:02.100,"However, the innermost universe is also, according
to verse number five, is actually the prison cell for Satan.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:09:02.595,00:09:06.419,Because he cannot go beyond our universe.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:09:07.161,00:09:15.649,"In Surah 72, verse 9, and also in Surah 15,
verse 18, there's the same reference of, you know,",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:09:15.649,00:09:25.332,"the guard of the universe that, you know, the jinns and Satan
cannot go beyond because they will be pursued by projectiles.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:09:27.303,00:09:37.919,But nobody can find any flaw in God's creation.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:09:38.801,00:09:46.363,"You know, we just look and lay down at a dark
night when the moon is, you know, very young and look at the stars.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:09:46.667,00:09:48.874,"I used to do camping a long time ago when
I was young.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:09:49.105,00:09:52.582,"And I always, you know, lie down and look at the dark
night and look at the stars.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:09:53.046,00:10:00.815,"And I'm always, you know, never ceased to be amazed how
all these can become into being.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:10:01.604,00:10:10.276,"Our sun is just one of the dim stars in the
universe, in our universe which is the Milky Way galaxy and",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:10:10.276,00:10:12.001,billions of galaxies like that.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:10:12.372,00:10:21.543,"And yet, we cannot imagine how vast is the
universe because until now there is no way",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:10:21.543,00:10:25.079,"that we can even go to our closest neighboring
star.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:10:25.404,00:10:27.500,And not to mention the neighboring galaxy.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:10:30.981,00:10:32.268,"Verse 4 says this perfectly,",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:10:32.268,00:10:35.057,[67:4]  Look again and again; your eyes will come back stumped and conquered.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:10:35.057,00:10:39.129,"And that's, at least that's my impression when I look
at the stars.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:10:40.661,00:10:48.535,"We also learn from verse 5 that the lowest universe, which is our universe, is adorned with lamps, which is stars.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:10:48.535,00:10:51.160,This is... We know that lamp is the source of light.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:10:51.470,00:10:56.321,And we know that our sun is one of the stars.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:10:57.482,00:11:02.046,"So, what is implied here is probably that only
our universe has stars.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:11:02.649,00:11:07.948,"So, we don't know how the outer universes,
the second, the third universes look like.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:11:17.554,00:11:27.848,"We also learn from this Surah in verse 7,
8 and 9, how terrible is the condition in Hell.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:11:28.199,00:11:35.079,"We know that Hell is reserved only for those
people who go out of their way to reject",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:11:35.079,00:11:37.275,or deny God's Greatness.,Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:11:39.688,00:11:49.082,"And therefore, when people go there, people
go there on their own volition because",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:11:49.082,00:11:53.564,"despite of all these warnings that God sent through
the messengers, through the scriptures,",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:11:53.564,00:11:59.089,"and through all the signs that God manifested
to the people, they still insist on going",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:11:59.089,00:12:04.101,"there. And therefore, it's like they already
deserve what they get over there.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:12:04.519,00:12:08.267,"But God explains here how terrible is the
condition in hell.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:12:10.309,00:12:13.471,"It is like, Hell has its own personality.",Gatut
26 Quran Study From Behrouz 1626 Sura 67 By Gatut Hamid Argues With Rashad,https://www.youtube.com/watch?v=CGfev9VS4Mw,00:12:13.471,00:12:19.959,"I mean, Hell has its own, Hell can be so angry towards the disbelievers because when the disbelievers were sent there",Gatut
